Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00378579818072896,-0.0151096888941629,0.082145152874074,0,0,0,0.629962926926506,0.00941421403748878,-0.000304900749711555,0.000679992740489871,0.00338438980540246,-0.000306774223435089,0.00909007729829158,0,0,0,0,0,0,package://controler/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://controller/meshes/base_link.STL,,外壳2-2;通风口-1;外壳3-1,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
